31.457204233321033,36.72699190528035,34.09209806930069
35.0057421055423,31.942003754486233,33.47387293001427
41.28933930358078,38.61055892879452,39.94994911618765
45.09343084002377,39.73884065437542,42.4161357471996
43.679843159490524,34.46901797002378,39.07443056475715
43.682649086293786,37.478059303502285,40.580354194898035
40.54870520174063,37.084913654223364,38.816809427981994
41.58048081118254,38.65934465959474,40.11991273538864
38.445390425666176,37.070402910158464,37.75789666791232
45.85572084893939,34.77726876034719,40.31649480464329
41.38164636647976,39.70687194516745,40.5442591558236
38.66209842400177,39.014072323875055,38.83808537393841
37.61968667415326,33.97732979591777,35.79850823503551
38.53832344966266,33.983590159591756,36.26095680462721
30.739628060577044,42.12479071982986,36.432209390203454
